ID,Last Name,First Name,Program,DOB,Age,Gender,City,Sub-program,Worker,Level of Support,Admission Date,Days Elapsed,Location/County,Referral Source
CLI006410,Young,Patricia,Court Diversion - Ontario Court of Justice 10 Armoury,1979-03-07,46,Male,,,,High,2025-03-19,253,Toronto,External Source
CLI006411,Anderson,Rebecca,ETS Employment Ontario,1977-08-30,48,Male,,,,,2019-05-10,2393,Toronto,"Self,  Family or Friend"
CLI006412,Scott,Benjamin,ETS Employment Ontario Follow Up,1994-01-04,31,Female,,,,,2020-12-18,1805,Toronto,"Self,  Family or Friend"
CLI006413,Richardson,Kathleen,ETS Employment and Training Services,1994-01-04,31,Female,,,,,2020-06-29,1977,Toronto,"Self,  Family or Friend"
CLI006414,Henderson,Samantha,ETS Employment Ontario,1990-02-02,35,Female,,,,,2023-03-22,981,Toronto,Internal Source
CLI006415,Roberts,Elizabeth,ETS Employment and Training Services,1990-02-02,35,Female,,,,,2023-03-22,981,Toronto,"Self,  Family or Friend"
CLI006416,Gonzales,Maria,ETS Employment and Training Services,1993-05-13,32,Male,,,,,2022-11-18,1105,Toronto,"Self,  Family or Friend"
CLI006417,Vasquez,Raymond,ETS Employment Ontario,1993-05-13,32,Male,,,,,2022-11-18,1105,Toronto,"Self,  Family or Friend"
CLI006418,Ortiz,Samantha,CSS West,1982-06-26,43,Female,,,,,2014-09-24,4082,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006419,Thompson,Heather,HOP - Hostel Outreach Program,1999-05-01,26,Female,Toronto,,,,2025-02-12,288,Toronto,The Access Point
CLI006420,Gonzales,Debra,Court Diversion - College Park,1989-06-12,36,Male,,,,,2022-06-07,1269,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006421,Baker,Andrew,291 George DROP-IN,1957-08-05,68,Male,,,,,2018-02-27,2830,Toronto,"Self,  Family or Friend"
CLI006422,Robinson,Thomas,Dan Harrison,1964-04-14,61,Female,,,,,2017-08-14,3027,Toronto,"Self,  Family or Friend"
CLI006423,King,Joseph,Dan Harrison & George Street Partnership (DHG),1986-10-16,39,Female,,,,,2021-09-14,1535,Toronto,"Self,  Family or Friend"
CLI006424,Flores,Heather,ETS Employment and Training Services,1988-11-29,36,Male,,,,,2023-09-26,793,Toronto,"Self,  Family or Friend"
CLI006425,Adams,Kevin,ETS Employment Ontario,1988-11-29,36,Male,,,,,2023-09-26,793,Toronto,Internal Source
CLI006426,Smith,Sharon,ETS Employment Ontario Follow Up,1989-09-03,36,Male,,,,,2019-12-09,2180,Toronto,"Self,  Family or Friend"
CLI006427,Roberts,Charles,ETS Employment and Training Services,1989-09-03,36,Male,,,,,2019-08-19,2292,Toronto,"Self,  Family or Friend"
CLI006428,Bailey,Carol,Bridging Steps to Support,1969-07-08,56,Male,Toronto,,,,2025-07-03,147,Toronto,"Self,  Family or Friend"
CLI006429,Evans,Mary,Dan Harrison DROP-IN,1990-07-25,35,Do not know,,,,,2023-11-15,743,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006430,Barnes,Brandon,ETS Path to Employment,1957-10-17,68,Female,,,,,2022-07-07,1239,Toronto,"Self,  Family or Friend"
CLI006431,Ross,Debra,ETS Employment and Training Services,1957-10-17,68,Female,,,,,2021-09-23,1526,Toronto,"Self,  Family or Friend"
CLI006432,Gutierrez,Samuel,STOP,1957-07-07,68,Male,,,,,2017-11-28,2921,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006433,Morales,Linda,Court Diversion - College Park,1965-08-04,60,Female,,,,,2012-12-10,4735,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006434,Wright,Heather,Court Diversion - Old City Hall,1998-11-30,26,Female,,,,,2023-04-20,952,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006435,Torres,Jason,Court Diversion - Old City Hall,1998-03-22,27,Male,,,,,2021-10-13,1506,Toronto,Other
CLI006436,Russell,Michael,Court Diversion - Old City Hall,1998-04-22,27,Male,,,,,2022-10-25,1129,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006437,Wilson,Betty,ETS Employment and Training Services,1994-05-31,31,Male,,,,,2022-04-25,1312,Toronto,"Self,  Family or Friend"
CLI006438,Diaz,Anthony,ETS Employment Ontario,1994-05-31,31,Male,,,,,2022-04-25,1312,Toronto,Internal Source
CLI006439,Martinez,Stephen,Court Diversion - Old City Hall,1968-11-01,57,Male,,,,,2014-06-04,4194,Toronto,Internal Source
CLI006440,Davis,Jason,Court Diversion - College Park,1998-07-08,27,Male,,,,,2020-02-10,2117,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006441,Foster,Jessica,HOP-Housing Stabilization,2002-09-16,23,Female,Toronto,,,Medium,2024-01-01,696,Toronto,Internal Source
CLI006442,Richardson,Sandra,Bridging Housing and Community Stabilization,1996-01-08,29,Do not know,,,,,2016-04-18,3510,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006443,Price,Zachary,CSS West,1964-04-30,61,Male,,,,,2019-10-03,2247,Toronto,The Access Point
CLI006444,Flores,Jonathan,1Housing - 145 Queen,1969-12-07,55,Male,,,,,2021-10-18,1501,Toronto,"Self,  Family or Friend"
CLI006445,Gutierrez,Linda,291 George Street,1964-02-28,61,Female,,,,,2021-07-14,1597,Toronto,"Self,  Family or Friend"
CLI006446,Thompson,Sharon,ETS Thrive,1986-04-06,39,Other,,,,,2018-12-07,2547,Toronto,"Self,  Family or Friend"
CLI006447,Gutierrez,Eric,Bridging Housing and Community Stabilization,1980-10-02,45,Male,,,,,2020-12-08,1815,Toronto,Internal Source
CLI006448,Cooper,Gregory,ETS Employment Ontario,1980-10-02,45,Male,,,,,2020-11-24,1829,Toronto,"Self,  Family or Friend"
CLI006449,Hernandez,Pamela,ETS Employment and Training Services,1980-10-02,45,Male,,,,,2020-09-21,1893,Toronto,"Self,  Family or Friend"
CLI006450,Nguyen,Jeffrey,Court Diversion - College Park,1967-08-19,58,Female,,,,,2011-05-05,5320,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006451,Coleman,Evelyn,Dan Harrison & George Street Partnership (DHG),1994-11-23,31,Male,,,,,2019-11-04,2215,Toronto,"Self,  Family or Friend"
CLI006452,Kelly,Christina,Dan Harrison & George Street Partnership (DHG),1962-08-01,63,Male,,,,Low,2024-12-20,342,Toronto,"Self,  Family or Friend"
CLI006453,Foster,Shirley,291 George Street,1962-08-01,63,Male,,,,,2023-03-21,982,Toronto,"Self,  Family or Friend"
CLI006454,Flores,Jessica,ETS TESS - Career Exploration,1991-09-18,34,Male,,,,,2021-06-23,1618,Toronto,"Self,  Family or Friend"
CLI006455,Cook,Frank,ETS Employment and Training Services,1993-07-01,32,Do not know,,,,,2024-07-29,486,Toronto,"Self,  Family or Friend"
CLI006456,King,Christina,HOP-Housing Stabilization,1979-08-26,46,Male,Toronto,,,,2023-07-12,869,Toronto,"Self,  Family or Friend"
CLI006457,Evans,Tyler,291 George DROP-IN,1979-08-26,46,Male,Toronto,,,,2024-03-11,626,Toronto,"Self,  Family or Friend"
CLI006458,Roberts,Alexander,STOP,1923-05-13,102,Female,,,,,2013-11-28,4382,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006459,Hughes,Emma,Refugees Housing Support and System Navigation,2001-01-28,24,Female,North York,,,,2025-11-20,7,Toronto,"Self,  Family or Friend"
CLI006460,White,William,ETS Employment and Training Services,1974-05-05,51,Male,,,,,2022-11-17,1106,Toronto,"Self,  Family or Friend"
CLI006461,Kim,Barbara,ETS Employment Ontario,1974-05-05,51,Male,,,,,2023-03-08,995,Toronto,"Self,  Family or Friend"
CLI006462,Fisher,Ethan,STOP,1953-08-08,72,Female,,,,,2022-11-18,1105,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006463,Price,Andrew,1Housing - 40 Oak,1955-12-01,69,Do not know,,,,,2021-04-12,1690,Toronto,"Self,  Family or Friend"
CLI006464,Williams,Victoria,ETS Employment Ontario,1964-05-06,61,Male,,,,,2022-10-03,1151,Toronto,"Self,  Family or Friend"
CLI006465,Jenkins,Brenda,ETS Wrap Around Supports,1964-05-06,61,Male,,,,,2022-10-03,1151,Toronto,"Self,  Family or Friend"
CLI006466,Thomas,Kenneth,ETS Employment and Training Services,1964-05-06,61,Male,,,,,2022-10-03,1151,Toronto,"Self,  Family or Friend"
CLI006467,James,Virginia,ETS Path to Employment,1964-05-06,61,Male,,,,,2022-10-03,1151,Toronto,"Self,  Family or Friend"
CLI006468,Long,Patricia,Court Diversion - Old City Hall,1967-04-10,58,Female,,,,,2012-05-31,4928,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006469,Fisher,Benjamin,ETS Employment Ontario Follow Up,1971-09-06,54,Female,Toronto,,,,2022-02-28,1368,Toronto,Internal Source
CLI006470,Gutierrez,Debra,HOP - Hostel Outreach Program,1971-09-06,54,Female,Toronto,,,,2021-04-13,1689,Toronto,The Access Point
CLI006471,Davis,Joshua,HOP - Hostel Outreach Housing Support,1968-11-02,57,Female,North York,,,,2025-07-03,147,Toronto,Internal Source
CLI006472,Howard,Linda,HOP - Hostel Outreach Program,1968-11-02,57,Female,North York,,,,2025-03-13,259,Toronto,External Source
CLI006473,Simmons,Sharon,CSS West SCOPE Partnership,2000-09-21,25,Do not know,,,,,2024-06-21,524,Toronto,Other
CLI006474,Morgan,Nicole,ETS Employment and Training Services,1977-09-28,48,Female,,,,,2023-12-28,700,Toronto,"Self,  Family or Friend"
CLI006475,Ortiz,Mary,ETS Employment and Training Services,1999-05-20,26,Male,,,,,2023-12-04,724,Toronto,"Self,  Family or Friend"
CLI006476,Cook,Donald,ETS Employment and Training Services,1999-01-31,26,Male,Toronto,,,,2024-10-24,399,Toronto,"Self,  Family or Friend"
CLI006477,Brown,Jose,ETS Employment and Training Services,2022-03-16,3,Female,,,,,2022-04-14,1323,Toronto,"Self,  Family or Friend"
CLI006478,Alvarez,Donald,ETS Employment Ontario,1982-11-28,42,Female,,,,,2024-02-06,660,Toronto,"Self,  Family or Friend"
CLI006479,Wilson,Elizabeth,ETS Employment and Training Services,1982-11-28,42,Female,,,,,2024-02-06,660,Toronto,"Self,  Family or Friend"
CLI006480,Martinez,Nicholas,ETS Employment Ontario Follow Up,1980-04-01,45,Female,,,,,2020-09-03,1911,Toronto,"Self,  Family or Friend"
CLI006481,Patel,Kimberly,ETS Employment and Training Services,1980-04-01,45,Female,,,,,2018-11-22,2562,Toronto,"Self,  Family or Friend"
CLI006482,Carter,Christopher,ETS Employment and Training Services,1987-12-29,37,Male,Scarbrough,,,,2019-08-28,2283,Toronto,"Self,  Family or Friend"
CLI006483,Ross,Judith,ETS Path to Employment,1987-12-29,37,Male,Scarbrough,,,,2019-09-10,2270,Toronto,"Self,  Family or Friend"
CLI006484,Robinson,Jeffrey,Bridging Birchmount Greens,1987-12-29,37,Male,Scarbrough,,,High,2024-12-03,359,Toronto,Internal Source
CLI006485,Brown,Carolyn,STOP Short Term,1955-05-25,70,Female,,,,,2015-10-07,3704,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006486,Johnson,Diane,Court Diversion - Ontario Court of Justice 10 Armoury,1994-12-30,30,Male,,,,,2023-10-18,771,Toronto,"Self,  Family or Friend"
CLI006487,Chavez,Noah,CSS West,1973-11-30,51,Do not know,,,,,2009-02-11,6133,Toronto,Internal Source
CLI006488,Wright,Dennis,Court Diversion - Ontario Court of Justice 10 Armoury,1972-11-04,53,Male,,,,High,2025-11-19,8,Toronto,External Source
CLI006489,Brown,Steven,Short Term Concurrent Disorder Case Management,1972-11-04,53,Male,,,,,2017-12-14,2905,Toronto,"Self,  Family or Friend"
CLI006490,Roberts,Brenda,Bridging Housing and Community Stabilization,1964-03-29,61,Female,,,,,2018-10-09,2606,Toronto,"Self,  Family or Friend"
CLI006491,Vasquez,Jeremy,Court Diversion - College Park,1993-04-20,32,Male,,,,,2020-06-23,1983,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006492,Rodriguez,Christina,CSS West,1961-04-05,64,Male,,,,,2018-03-15,2814,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006493,Russell,Raymond,Bridging Housing and Community Stabilization,1964-03-16,61,Male,,,,,2021-01-27,1765,Toronto,"Self,  Family or Friend"
CLI006494,Scott,Shirley,Support within Housing,1964-03-16,61,Male,,,,,2012-11-08,4767,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006495,Cox,Jeffrey,STOP,1958-01-17,67,Male,Toronto,,,,2025-08-27,92,Toronto,External Source
CLI006496,Ward,Joyce,Dan Harrison,1900-01-01,125,Do not know,,,,,2023-09-19,800,Toronto,"Self,  Family or Friend"
CLI006497,Coleman,Charles,1Housing - 20 Palace,1975-08-10,50,Female,,,,,2023-08-25,825,Toronto,"Self,  Family or Friend"
CLI006498,Murphy,Elizabeth,ETS Employment Ontario,1985-11-02,40,Do not know,,,,,2019-10-25,2225,Toronto,"Self,  Family or Friend"
CLI006499,Cruz,Carol,ETS Employment and Training Services,1989-07-31,36,Do not know,,,,,2018-10-04,2611,Toronto,"Self,  Family or Friend"
CLI006500,Butler,Brandon,ETS Employment and Training Services,1900-01-01,125,Male,,,,,2022-07-15,1231,Toronto,"Self,  Family or Friend"
CLI006501,Rogers,Raymond,ETS Employment Ontario,1900-01-01,125,Male,,,,,2022-07-15,1231,Toronto,"Self,  Family or Friend"
CLI006502,Moore,Betty,CSS West,1959-07-27,66,Female,,,,,2013-12-11,4369,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006503,Mitchell,Evelyn,ETS Employment Ontario Follow Up,1985-05-04,40,Female,,,,,2023-01-31,1031,Toronto,"Self,  Family or Friend"
CLI006504,Phillips,Stephanie,ETS Employment Ontario Follow Up,1963-03-03,62,Female,,,,,2021-12-10,1448,Toronto,"Self,  Family or Friend"
CLI006505,James,George,ETS Employment and Training Services,1963-03-03,62,Female,,,,,2020-12-16,1807,Toronto,"Self,  Family or Friend"
CLI006506,Gonzales,Andrew,ETS Employment Ontario,1963-03-03,62,Female,,,,,2020-12-16,1807,Toronto,Internal Source
CLI006507,Evans,Carolyn,ETS Employment and Training Services,1971-07-21,54,Do not know,,,,,2024-08-08,476,Toronto,"Self,  Family or Friend"
CLI006508,Young,Patricia,Court Diversion - Old City Hall,1943-05-22,82,Male,,,,,2012-07-13,4885,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006509,Scott,Robert,1Housing - 704 Mortimer,1998-03-09,27,Female,,,,,2023-11-16,742,Toronto,"Self,  Family or Friend"
CLI006510,Price,Christopher,Bridging Steps to Support,1960-10-11,65,Male,Toronto,,,,2025-06-30,150,Toronto,"Self,  Family or Friend"
CLI006511,Green,Benjamin,CSS East,1950-05-25,75,Male,,,,,2013-11-05,4405,Toronto,"Self,  Family or Friend"
CLI006512,Hernandez,Larry,Intensive Outreach Team (Downtown),1982-03-16,43,Male,,,,,2025-08-26,93,Toronto,The Access Point
CLI006513,Cruz,Joyce,CSS East,1990-06-12,35,Male,Toronto,,,,2023-05-24,918,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006514,Diaz,Nicole,ETS Employment and Training Services,1984-02-14,41,Male,,,,,2018-08-29,2647,Toronto,"Self,  Family or Friend"
CLI006515,Cruz,Dorothy,ETS Employment Ontario,1984-02-14,41,Male,,,,,2020-09-02,1912,Toronto,"Self,  Family or Friend"
CLI006516,Martin,Jonathan,ETS Employment Ontario Follow Up,1998-06-02,27,Female,,,,,2022-10-03,1151,Toronto,"Self,  Family or Friend"
CLI006517,Jackson,Joshua,ETS Employment and Training Services,1973-07-23,52,Transgender  Female,,,,,2021-03-15,1718,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006518,Ruiz,Eric,ETS Employment and Training Services,1996-04-04,29,Female,,,,,2021-09-10,1539,Toronto,"Self,  Family or Friend"
CLI006519,Peterson,Richard,ETS SSTEP,1996-04-04,29,Female,,,,,2021-09-10,1539,Toronto,Internal Source
CLI006520,Coleman,Julie,ETS Path to Employment,1996-04-04,29,Female,,,,,2021-09-10,1539,Toronto,Internal Source
CLI006521,Ross,Donald,ETS Employment and Training Services,1985-08-15,40,Female,,,,,2023-12-01,727,Toronto,"Self,  Family or Friend"
CLI006522,Edwards,Michelle,Early Intervention,1999-05-24,26,Female,Scarborough,,,,2022-03-01,1367,Toronto,External Source
CLI006523,King,Laura,ETS Employment and Training Services,1978-12-05,46,Female,,,,,2018-10-11,2604,Toronto,"Self,  Family or Friend"
CLI006524,Lopez,Brian,1Housing - 418 Dawes,1978-06-15,47,Female,,,,,2023-08-21,829,Toronto,"Self,  Family or Friend"
CLI006525,Watson,Jonathan,Court Diversion - Old City Hall,1966-01-26,59,Male,,,,,2017-03-08,3186,Toronto,Other
CLI006526,Cox,Betty,Court Diversion - College Park,1978-01-31,47,Male,,,,,2022-04-22,1315,Toronto,Other
CLI006527,Price,Katherine,ETS Employment Ontario,1991-05-14,34,Male,,,,,2022-10-04,1150,Toronto,"Self,  Family or Friend"
CLI006528,Scott,Zachary,ETS Employment and Training Services,1991-05-14,34,Male,,,,,2022-10-03,1151,Toronto,"Self,  Family or Friend"
CLI006529,Hughes,Anna,CSS West,1987-08-18,38,Do not know,,,,,2008-07-10,6349,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006530,Thomas,Christine,ETS Catering/Food Services Training,1999-01-08,26,Female,,,,,2021-11-16,1472,Toronto,"Self,  Family or Friend"
CLI006531,Baker,Maria,ETS Path to Employment,1964-09-22,61,Male,,,,,2022-04-29,1308,Toronto,"Self,  Family or Friend"
CLI006532,Ortiz,Daniel,ETS Wrap Around Supports,1964-09-22,61,Male,,,,,2022-04-29,1308,Toronto,Internal Source
CLI006533,Hernandez,Michelle,CSS West,1948-06-09,77,Male,,,,,2011-12-09,5102,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006534,Carter,Betty,ETS Employment Ontario Follow Up,1979-01-05,46,Male,,,,,2022-02-14,1382,Toronto,"Self,  Family or Friend"
CLI006535,Thomas,Matthew,Bridging Birchmount Greens,1989-02-15,36,Female,Scarborough,,,,2023-12-13,715,Toronto,External Source
CLI006536,Mitchell,Kevin,Community Advocacy Program,1977-02-24,48,Do not know,,,,,2023-08-31,819,Toronto,"Self,  Family or Friend"
CLI006537,Thompson,Carol,ETS TESS - Career Exploration,1974-08-05,51,Do not know,,,,,2024-01-29,668,Toronto,"Self,  Family or Friend"
CLI006538,Adams,Samuel,CSS West,1980-01-08,45,Female,Toronto,,,,2024-11-12,380,Toronto,The Access Point
CLI006539,Ramos,Daniel,Early Intervention,1996-08-16,29,Male,SCARBOROUGH,,,,2021-12-08,1450,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006540,Powell,Kenneth,Pearson Community Bridging Project,2002-10-23,23,Female,,,,,2025-07-11,139,Toronto,"Self,  Family or Friend"
CLI006541,Rodriguez,Debra,CDSS Coordinated Access,1998-05-29,27,Male,,,,,2025-08-26,93,Toronto,External Source
CLI006542,Hernandez,Jonathan,Bridging Steps to Support,1965-11-25,60,Female,Toronto,,,,2025-08-21,98,Toronto,"Self,  Family or Friend"
CLI006543,Myers,Elizabeth,ETS Employment Ontario,1962-02-24,63,Male,,,,,2024-01-23,674,Toronto,"Self,  Family or Friend"
CLI006544,Reed,Jennifer,CSS West,1963-08-25,62,Male,,,,,2015-12-22,3628,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006545,Morales,Nancy,Bridging Housing and Community Stabilization,1963-08-25,62,Male,,,,,2018-09-14,2631,Toronto,"Self,  Family or Friend"
CLI006546,Simmons,Stephen,CSS West - DOP,1985-12-21,39,Male,,,,,2019-02-07,2485,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006547,Long,Victoria,ETS TESS - Hospitality,1994-12-03,30,Male,,,,,2021-03-19,1714,Toronto,"Self,  Family or Friend"
CLI006548,Turner,Amanda,Dan Harrison,1959-12-03,65,Male,,,,,2019-01-11,2512,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006549,Hall,Nicole,Community Advocacy Program,1995-10-06,30,Do not know,,,,,2023-09-26,793,Toronto,"Self,  Family or Friend"
CLI006550,Gomez,Richard,Intensive Outreach Team (Downtown),1983-06-17,42,Do not know,,,,,2025-03-24,248,Toronto,The Access Point
CLI006551,Foster,Anthony,Court Diversion - Old City Hall,1994-08-16,31,Male,,,,,2019-01-28,2495,Toronto,Other
CLI006552,Ruiz,Kyle,ETS Employment and Training Services,1979-03-19,46,Male,,,,,2020-02-18,2109,Toronto,"Self,  Family or Friend"
CLI006553,Butler,Anna,ETS Employment Ontario,1979-03-19,46,Male,,,,,2020-09-02,1912,Toronto,"Self,  Family or Friend"
CLI006554,Taylor,Sharon,CSS East - Dual Diagnosis Program - Tamil Focused,1993-03-28,32,Female,Scarborough,,,,2024-10-10,413,Toronto,The Access Point
CLI006555,Kim,Janet,CSS East,1967-12-25,57,Female,Scarborough,,,,2022-10-26,1128,Toronto,"Self,  Family or Friend"
CLI006556,Phillips,Dorothy,CSS East,1995-07-10,30,Female,Scarborough,,,,2022-09-27,1157,Toronto,"Self,  Family or Friend"
CLI006557,Howard,Angela,ETS Employment and Training Services,1998-01-30,27,Male,,,,,2023-04-25,947,Toronto,"Self,  Family or Friend"
CLI006558,Rogers,Jerry,ETS Wrap Around Supports,1962-06-27,63,Female,,,,,2024-09-10,443,Toronto,"Self,  Family or Friend"
CLI006559,Fisher,Mark,ETS TESS - Hospitality,1994-03-16,31,Female,,,,,2020-12-04,1819,Toronto,Internal Source
CLI006560,Bell,Joshua,ETS Employment and Training Services,1994-03-16,31,Female,,,,,2020-12-04,1819,Toronto,Internal Source
CLI006561,Ramirez,Alexander,1Housing - 20 Palace,1975-09-19,50,Male,,,,,2023-08-24,826,Toronto,"Self,  Family or Friend"
CLI006562,Adams,Lisa,ETS Employment and Training Services,1971-10-05,54,Male,,,,,2022-04-04,1333,Toronto,"Self,  Family or Friend"
CLI006563,Green,Emily,ETS Employment Ontario,1971-10-05,54,Male,,,,,2022-04-04,1333,Toronto,"Self,  Family or Friend"
CLI006564,Lee,Rebecca,Bridging Housing and Community Stabilization,1988-04-21,37,Male,,,,,2018-11-20,2564,Toronto,"Self,  Family or Friend"
CLI006565,King,Amy,ETS Employment and Training Services,1967-09-16,58,Male,North York,,,High,2025-05-08,203,Toronto,"Self,  Family or Friend"
CLI006566,Cruz,Elizabeth,ETS SSTEP,1967-09-16,58,Male,North York,,,High,2025-05-08,203,Toronto,"Self,  Family or Friend"
CLI006567,Rodriguez,Christopher,Bridging Enhanced Housing Support Program,1984-09-15,41,Male,,,,,2022-09-12,1172,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006568,Long,Christina,1Housing - 418 Dawes,1998-07-30,27,Do not know,,,,,2023-07-14,867,Toronto,"Self,  Family or Friend"
CLI006569,Cook,Rachel,ETS Employment and Training Services,1989-01-11,36,Do not know,,,,,2019-08-21,2290,Toronto,"Self,  Family or Friend"
CLI006570,Adams,Scott,1Housing - THP Follow Up,1979-08-01,46,Male,,,,,2021-05-19,1653,Toronto,Internal Source
CLI006571,Rogers,Stephanie,ETS Employment and Training Services,1989-11-08,36,Do not know,,,,,2024-06-26,519,Toronto,"Self,  Family or Friend"
CLI006572,King,Jerry,1Housing - 20 Palace,1990-02-26,35,Female,,,,,2023-08-24,826,Toronto,"Self,  Family or Friend"
CLI006573,Taylor,Julie,Court Diversion - College Park,2001-08-31,24,Female,,,,,2020-02-29,2098,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006574,Chavez,Scott,Focus Scarborough (Team East),2001-09-21,24,Male,,,,,2017-12-15,2904,Toronto,"Self,  Family or Friend"
CLI006575,Hernandez,Patrick,Court Diversion - Ontario Court of Justice 10 Armoury,1991-02-10,34,Male,,,,High,2025-10-15,43,Toronto,External Source
CLI006576,Sanders,Kevin,Bridging Steps to Support,1965-07-14,60,Female,Toronto,,,,2025-06-30,150,Toronto,"Self,  Family or Friend"
CLI006577,Ramirez,George,1Housing - Housing Help,1979-10-22,46,Do not know,,,,Low,2025-05-15,196,Toronto,"Self,  Family or Friend"
CLI006578,Smith,Kelly,1Housing - 418 Dawes,1979-10-22,46,Do not know,,,,,2023-07-14,867,Toronto,"Self,  Family or Friend"
CLI006579,Hughes,Frank,ETS Employment and Training Services,1974-01-01,51,Male,Toronto,,,,2025-12-31,0,Toronto,"Self,  Family or Friend"
CLI006580,Gray,Heather,1Housing - 20 Palace,1975-03-29,50,Female,,,,,2023-08-24,826,Toronto,"Self,  Family or Friend"
CLI006581,Morris,Jonathan,ETS Thrive,1999-05-02,26,Do not know,,,,,2018-12-12,2542,Toronto,"Self,  Family or Friend"
CLI006582,Allen,Gary,ETS TESS - Career Exploration,1972-07-27,53,Male,,,,,2019-10-18,2232,Toronto,Internal Source
CLI006583,Robinson,Charles,ETS Employment and Training Services,1972-07-27,53,Male,,,,,2019-09-20,2260,Toronto,"Self,  Family or Friend"
CLI006584,Ross,Jason,CSS East,1932-09-11,93,Do not know,,,,,2009-03-12,6104,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006585,Bennett,Emma,ETS TESS - Hospitality,2025-02-25,0,Female,Toronto,,,Medium,2025-03-24,248,Toronto,External Source
CLI006586,Romero,Susan,Dan Harrison,1900-01-01,125,Do not know,,,,,2023-10-02,787,Toronto,"Self,  Family or Friend"
CLI006587,Murphy,Dorothy,ETS Employment and Training Services,1979-02-28,46,Male,,,,,2018-10-02,2613,Toronto,"Self,  Family or Friend"
CLI006588,Torres,Andrew,ETS SSTEP,2000-03-28,25,Female,,,,,2022-03-07,1361,Toronto,Internal Source
CLI006589,Jackson,Aaron,CSS East,1960-08-30,65,Female,,,,,2024-06-03,542,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006590,Green,Ryan,ETS Women's Baking Program,2005-06-18,20,Female,,,,,2024-04-29,577,Toronto,"Self,  Family or Friend"
CLI006591,Powell,Anna,1Housing - 20 Palace,1978-08-05,47,Female,,,,,2024-11-20,372,Toronto,"Self,  Family or Friend"
CLI006592,Hill,Sharon,Bridging Birchmount Greens,2007-08-02,18,Male,,,,Low,2025-05-05,206,Toronto,"Self,  Family or Friend"
CLI006593,Allen,Kevin,ETS Employment and Training Services,1979-08-13,46,Female,Toronto,,,,2024-12-12,350,Toronto,"Self,  Family or Friend"
CLI006594,Diaz,Kimberly,ETS Women's Baking Program,1995-07-19,30,Do not know,,,,,2023-07-21,860,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006595,Hall,Noah,STOP-Health Access Expansion,1969-07-10,56,Male,,,,,2023-06-14,897,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006596,Evans,Katherine,ETS Employment Ontario Follow Up,1991-06-20,34,Male,,,,,2023-01-31,1031,Toronto,"Self,  Family or Friend"
CLI006597,Thompson,Donna,ETS Employment and Training Services,1988-05-30,37,Female,,,,,2019-11-25,2194,Toronto,"Other institution (e.g. rehabilitation,  long term care) "
CLI006598,Perry,Joseph,ETS Employment Ontario Follow Up,1986-03-21,39,Female,,,,,2022-06-13,1263,Toronto,"Self,  Family or Friend"
CLI006599,Sullivan,Patricia,Intensive Outreach Team (Downtown),1998-04-02,27,Male,,,,,2024-07-11,504,Toronto,Internal Source
CLI006600,Cooper,Ashley,Open House Drop-In/MHJ (Case Management),1986-05-03,39,Male,Toronto,,,,2025-04-07,234,Toronto,Internal Source
CLI006601,Hernandez,Paul,Early Intervention,1996-05-06,29,Male,SCARBOROUGH,,,,2019-02-01,2491,Toronto,"Self,  Family or Friend"
