client_id,first_name,last_name,email,phone,dob,program_name,admission_date,discharge_date,program_status,referral_source,receiving_services,support_workers,notes
CID104448,TestFirst--4448,TestLast--4448,test4448@example.com,+919309093946,2023-05-19,Employment Assistance,2025-07-31,2023-10-17,pending,Hospital,yes,Dr. Singh,support workers different order
CID104449,TestFirst--4449,TestLast--4449,test4449@example.com,+919284993904,2025-04-27,Family Support,2025-05-06,2022-12-13,pending,Agency C,yes,Anil Verma,Duplicate with status difference
CID104450,TestFirst--4450,TestLast--4450,test4450@example.com,+919733726789,2025-05-16,Counselling,2024-06-08,2024-07-16,discharged,Agency A,no,Dr. Singh,Duplicate-case 2 - different referral_source
CID104451,TestFirst--4451,TestLast--4451,test4451@example.com,+916341323630,2024-02-14,Housing Support,2023-09-12,2023-12-31,discharged,School,no,Sonia Rao,Primary enrollment
CID104452,TestFirst--4452,TestLast--4452,test4452@example.com,+916843002308,2024-01-25,Addiction Counselling,2024-12-14,2025-10-31,discharged,Hospital,no,Asha Patel,Primary enrollment
CID104453,TestFirst--4453,TestLast--4453,test4453@example.com,+917179781171,2023-04-25,Employment Assistance,2023-01-03,2025-03-25,pending,Agency A,no,"Rita Kumar, Sunil Iyer",Initial enrollment
CID104454,TestFirst--4454,TestLast--4454,test4454@example.com,+919519397196,2024-12-07,Family Support,2023-12-29,2025-01-05,active,Outreach,yes,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID104455,TestFirst--4455,TestLast--4455,test4455@example.com,+916693663865,2024-09-29,Counselling,2025-07-02,2025-06-11,discharged,Clinic,no,Anil Verma,Duplicate-case 1
CID104456,TestFirst--4456,TestLast--4456,test4456@example.com,+918156787446,2023-09-17,Housing Support,2023-06-04,2023-04-08,discharged,Agency A,yes,Asha Patel,support workers different order
CID104457,TestFirst--4457,TestLast--4457,test4457@example.com,+917331716359,2023-08-31,Addiction Counselling,2024-06-28,2022-12-13,pending,Outreach,yes,Sonia Rao,support workers different order
CID104458,TestFirst--4458,TestLast--4458,test4458@example.com,+918971855882,2025-03-19,Employment Assistance,2025-02-16,2023-11-18,active,Outreach,yes,Sonia Rao,support workers different order
CID104459,TestFirst--4459,TestLast--4459,test4459@example.com,+917540088445,2025-10-07,Family Support,2025-06-01,2023-12-29,active,Hospital,no,"Rita Kumar,Sunil Iyer",support workers different order
CID104460,TestFirst--4460,TestLast--4460,test4460@example.com,+919942160651,2024-11-26,Counselling,2024-08-09,2025-09-24,pending,Outreach,no,"Rita Kumar, Sunil Iyer",support workers different order
CID104461,TestFirst--4461,TestLast--4461,test4461@example.com,+916317364698,2025-06-11,Housing Support,2023-10-29,2023-08-10,discharged,Hospital,yes,"sunil iyer, Rita Kumar",Initial enrollment
CID104462,TestFirst--4462,TestLast--4462,test4462@example.com,+916430985727,2025-10-25,Addiction Counselling,2023-05-26,2022-12-16,pending,Clinic,yes,Anil Verma,Duplicate-case 1
CID104463,TestFirst--4463,TestLast--4463,test4463@example.com,+918936814713,2024-11-30,Employment Assistance,2023-05-04,2023-10-18,discharged,Outreach,no,"Rita Kumar,Sunil Iyer",support workers different order
CID104464,TestFirst--4464,TestLast--4464,test4464@example.com,+916064479844,2024-08-29,Family Support,2024-05-09,2024-12-12,discharged,Agency A,no,Sonia Rao,Duplicate with status difference
CID104465,TestFirst--4465,TestLast--4465,test4465@example.com,+916967680737,2024-05-01,Counselling,2023-04-05,2025-06-21,active,Agency C,yes,Sonia Rao,Primary enrollment
CID104466,TestFirst--4466,TestLast--4466,test4466@example.com,+917687283033,2024-02-05,Housing Support,2025-08-17,2024-03-31,active,Self,no,Sonia Rao,Duplicate with status difference
CID104467,TestFirst--4467,TestLast--4467,test4467@example.com,+917634849517,2024-05-10,Addiction Counselling,2023-11-25,2025-06-24,active,Agency B,no,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID104468,TestFirst--4468,TestLast--4468,test4468@example.com,+919399396045,2025-06-05,Employment Assistance,2023-11-26,2025-10-14,active,Agency B,yes,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID104469,TestFirst--4469,TestLast--4469,test4469@example.com,+918736778113,2023-01-12,Family Support,2025-11-27,2023-04-05,pending,Agency A,no,Rita Kumar,Duplicate-case 1
CID104470,TestFirst--4470,TestLast--4470,test4470@example.com,+918229166696,2025-10-29,Counselling,2024-02-18,2023-09-24,discharged,School,no,Dr. Singh,Duplicate with status difference
CID104471,TestFirst--4471,TestLast--4471,test4471@example.com,+919610580175,2024-09-19,Housing Support,2024-07-26,2024-05-31,discharged,School,no,Asha Patel,Duplicate-case 1
CID104472,TestFirst--4472,TestLast--4472,test4472@example.com,+916449840051,2025-02-15,Addiction Counselling,2022-12-29,2023-06-14,discharged,Agency B,yes,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID104473,TestFirst--4473,TestLast--4473,test4473@example.com,+919978078059,2024-06-20,Employment Assistance,2023-03-12,2023-02-15,discharged,Hospital,no,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID104474,TestFirst--4474,TestLast--4474,test4474@example.com,+919595623466,2025-01-15,Family Support,2025-09-06,2023-01-22,active,Clinic,yes,Rita Kumar,support workers different order
CID104475,TestFirst--4475,TestLast--4475,test4475@example.com,+916578179980,2025-05-07,Counselling,2025-02-18,2025-03-24,active,Clinic,no,Sonia Rao,Duplicate-case 2 - different referral_source
CID104476,TestFirst--4476,TestLast--4476,test4476@example.com,+918113391987,2024-02-03,Housing Support,2023-02-06,2023-11-22,pending,Agency B,yes,Sonia Rao,Duplicate-case 1
CID104477,TestFirst--4477,TestLast--4477,test4477@example.com,+917899032809,2023-09-24,Addiction Counselling,2024-12-02,2025-02-15,discharged,Agency A,yes,Sonia Rao,Duplicate-case 1
CID104478,TestFirst--4478,TestLast--4478,test4478@example.com,+919361423216,2023-10-07,Employment Assistance,2024-04-01,2025-03-20,discharged,Agency C,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID104479,TestFirst--4479,TestLast--4479,test4479@example.com,+918838565253,2024-05-03,Family Support,2025-07-20,2025-08-14,discharged,Outreach,no,Dr. Singh,Duplicate with status difference
CID104480,TestFirst--4480,TestLast--4480,test4480@example.com,+919512601402,2025-08-25,Counselling,2023-01-16,2023-08-26,discharged,Clinic,yes,Anil Verma,Initial enrollment
CID104481,TestFirst--4481,TestLast--4481,test4481@example.com,+917462491689,2025-07-05,Housing Support,2025-06-11,2025-08-31,pending,Clinic,yes,Asha Patel,Initial enrollment
CID104482,TestFirst--4482,TestLast--4482,test4482@example.com,+916650537729,2022-12-14,Addiction Counselling,2025-08-25,2022-11-30,active,Outreach,yes,Sonia Rao,Duplicate-case 2 - different referral_source
CID104483,TestFirst--4483,TestLast--4483,test4483@example.com,+917664052453,2024-08-31,Employment Assistance,2025-01-07,2025-08-03,pending,Outreach,yes,Sonia Rao,Primary enrollment
CID104484,TestFirst--4484,TestLast--4484,test4484@example.com,+918304748101,2023-11-21,Family Support,2023-11-13,2025-06-06,active,Self,no,"sunil iyer, Rita Kumar",Duplicate-case 1
CID104485,TestFirst--4485,TestLast--4485,test4485@example.com,+918457517707,2023-07-16,Counselling,2023-10-25,2025-01-05,active,Agency A,no,Dr. Singh,Primary enrollment
CID104486,TestFirst--4486,TestLast--4486,test4486@example.com,+917302120693,2023-01-11,Housing Support,2024-10-03,2024-01-30,active,School,no,Asha Patel,Duplicate-case 1
CID104487,TestFirst--4487,TestLast--4487,test4487@example.com,+916642694747,2023-10-23,Addiction Counselling,2023-03-08,2025-08-31,active,Hospital,no,Dr. Singh,support workers different order
CID104488,TestFirst--4488,TestLast--4488,test4488@example.com,+919361059744,2025-03-04,Employment Assistance,2024-02-21,2024-01-12,pending,Agency C,no,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID104489,TestFirst--4489,TestLast--4489,test4489@example.com,+919115197455,2022-12-04,Family Support,2024-02-03,2025-01-04,active,Hospital,no,Asha Patel,support workers different order
CID104490,TestFirst--4490,TestLast--4490,test4490@example.com,+918860133045,2023-08-01,Counselling,2024-10-06,2023-02-14,discharged,School,no,Sonia Rao,support workers different order
CID104491,TestFirst--4491,TestLast--4491,test4491@example.com,+917996695869,2023-05-06,Housing Support,2023-10-31,2022-12-24,pending,Clinic,no,Anil Verma,Primary enrollment
CID104492,TestFirst--4492,TestLast--4492,test4492@example.com,+919899496471,2024-03-10,Addiction Counselling,2024-08-28,2025-04-26,pending,Agency B,no,Anil Verma,Duplicate-case 2 - different referral_source
CID104493,TestFirst--4493,TestLast--4493,test4493@example.com,+918943731898,2023-10-05,Employment Assistance,2023-02-25,2025-01-31,pending,Hospital,yes,Rita Kumar,Duplicate with status difference
CID104494,TestFirst--4494,TestLast--4494,test4494@example.com,+917164638358,2025-08-12,Family Support,2024-03-16,2024-12-22,active,Agency B,yes,Sonia Rao,Duplicate-case 1
CID104495,TestFirst--4495,TestLast--4495,test4495@example.com,+917059666424,2023-03-22,Counselling,2024-03-15,2025-11-14,active,School,no,Dr. Singh,Duplicate-case 2 - different referral_source
CID104496,TestFirst--4496,TestLast--4496,test4496@example.com,+918418455373,2023-11-07,Housing Support,2024-05-02,2023-11-09,discharged,Agency B,yes,Rita Kumar,Duplicate-case 1
CID104497,TestFirst--4497,TestLast--4497,test4497@example.com,+918446311045,2024-05-16,Addiction Counselling,2023-01-07,2025-08-28,pending,Hospital,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID104498,TestFirst--4498,TestLast--4498,test4498@example.com,+918775884631,2024-03-06,Employment Assistance,2024-07-03,2024-06-13,active,Outreach,yes,Asha Patel,support workers different order
CID104499,TestFirst--4499,TestLast--4499,test4499@example.com,+918074764722,2023-02-24,Family Support,2025-06-15,2024-11-24,active,School,yes,"Rita Kumar, Sunil Iyer",support workers lowercase
CID104500,TestFirst--4500,TestLast--4500,test4500@example.com,+916455150929,2025-05-13,Counselling,2023-10-16,2024-12-14,active,Self,yes,"sunil iyer, Rita Kumar",support workers lowercase
CID104501,TestFirst--4501,TestLast--4501,test4501@example.com,+916370405168,2025-05-15,Housing Support,2025-02-09,2025-06-14,discharged,Agency A,yes,Anil Verma,Primary enrollment
CID104502,TestFirst--4502,TestLast--4502,test4502@example.com,+918260736595,2025-08-11,Addiction Counselling,2023-06-24,2024-10-11,active,Agency A,no,Anil Verma,Duplicate-case 2 - different referral_source
CID104503,TestFirst--4503,TestLast--4503,test4503@example.com,+919412028514,2025-11-16,Employment Assistance,2024-03-11,2024-07-13,discharged,School,no,Asha Patel,Initial enrollment
CID104504,TestFirst--4504,TestLast--4504,test4504@example.com,+918167103869,2024-02-10,Family Support,2024-01-18,2025-10-20,pending,Outreach,yes,Asha Patel,Primary enrollment
CID104505,TestFirst--4505,TestLast--4505,test4505@example.com,+919345330258,2024-01-22,Counselling,2025-11-13,2024-04-20,pending,Agency C,no,Asha Patel,Initial enrollment
CID104506,TestFirst--4506,TestLast--4506,test4506@example.com,+919900064916,2024-12-12,Housing Support,2025-02-19,2025-11-05,active,Agency C,no,"Rita Kumar, Sunil Iyer",support workers lowercase
CID104507,TestFirst--4507,TestLast--4507,test4507@example.com,+917428788613,2024-12-04,Addiction Counselling,2025-08-25,2023-03-06,discharged,Agency C,yes,Anil Verma,support workers lowercase
CID104508,TestFirst--4508,TestLast--4508,test4508@example.com,+918819892011,2025-08-22,Employment Assistance,2025-08-14,2024-02-21,pending,School,no,Dr. Singh,Duplicate-case 1
CID104509,TestFirst--4509,TestLast--4509,test4509@example.com,+919527290847,2024-11-05,Family Support,2025-08-12,2025-07-29,discharged,Agency B,no,"sunil iyer, Rita Kumar",Initial enrollment
CID104510,TestFirst--4510,TestLast--4510,test4510@example.com,+919586629148,2023-12-18,Counselling,2023-08-24,2022-12-27,discharged,Outreach,no,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID104511,TestFirst--4511,TestLast--4511,test4511@example.com,+916636666241,2025-04-17,Housing Support,2024-08-24,2025-05-14,discharged,School,yes,"Rita Kumar,Sunil Iyer",support workers lowercase
CID104512,TestFirst--4512,TestLast--4512,test4512@example.com,+919963120289,2024-02-16,Addiction Counselling,2023-11-13,2023-08-24,pending,Hospital,no,"Rita Kumar,Sunil Iyer",Duplicate with status difference
CID104513,TestFirst--4513,TestLast--4513,test4513@example.com,+917704401586,2025-09-12,Employment Assistance,2025-02-14,2023-04-03,active,Agency B,no,"sunil iyer, Rita Kumar",Initial enrollment
CID104514,TestFirst--4514,TestLast--4514,test4514@example.com,+919947266616,2023-09-24,Family Support,2025-08-19,2023-04-25,pending,Agency C,yes,Sonia Rao,Initial enrollment
CID104515,TestFirst--4515,TestLast--4515,test4515@example.com,+916108171336,2023-09-07,Counselling,2024-03-20,2024-12-28,pending,Agency B,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 1
CID104516,TestFirst--4516,TestLast--4516,test4516@example.com,+917698479799,2023-10-24,Housing Support,2023-11-14,2023-07-22,pending,Agency A,yes,"sunil iyer, Rita Kumar",Primary enrollment
CID104517,TestFirst--4517,TestLast--4517,test4517@example.com,+917738607828,2025-02-05,Addiction Counselling,2024-11-29,2023-06-12,active,Agency A,no,Anil Verma,Duplicate with status difference
CID104518,TestFirst--4518,TestLast--4518,test4518@example.com,+919352786043,2024-01-06,Employment Assistance,2025-04-03,2025-11-26,active,Hospital,no,Dr. Singh,support workers different order
CID104519,TestFirst--4519,TestLast--4519,test4519@example.com,+919100805520,2025-01-08,Family Support,2025-03-23,2023-07-03,pending,Agency C,yes,Asha Patel,Duplicate with status difference
CID104520,TestFirst--4520,TestLast--4520,test4520@example.com,+918782671121,2025-08-09,Counselling,2023-10-18,2024-04-26,pending,Agency C,no,"Rita Kumar,Sunil Iyer",support workers lowercase
CID104521,TestFirst--4521,TestLast--4521,test4521@example.com,+918587145443,2025-05-03,Housing Support,2023-03-23,2023-06-15,pending,Hospital,no,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID104522,TestFirst--4522,TestLast--4522,test4522@example.com,+919346996525,2025-03-20,Addiction Counselling,2023-04-01,2025-02-28,pending,Agency B,yes,"sunil iyer, Rita Kumar",Primary enrollment
CID104523,TestFirst--4523,TestLast--4523,test4523@example.com,+917154227255,2025-08-31,Employment Assistance,2025-07-02,2025-08-04,pending,Clinic,no,Dr. Singh,Initial enrollment
CID104524,TestFirst--4524,TestLast--4524,test4524@example.com,+918054144948,2022-12-15,Family Support,2023-11-26,2025-03-04,discharged,Agency C,no,Anil Verma,Duplicate with status difference
CID104525,TestFirst--4525,TestLast--4525,test4525@example.com,+918146914778,2025-03-29,Counselling,2022-12-06,2024-04-14,active,Agency A,no,Anil Verma,support workers different order
CID104526,TestFirst--4526,TestLast--4526,test4526@example.com,+918380015916,2024-05-03,Housing Support,2023-01-07,2025-02-09,discharged,Outreach,no,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID104527,TestFirst--4527,TestLast--4527,test4527@example.com,+916433977254,2023-02-01,Addiction Counselling,2023-01-14,2024-01-23,discharged,Agency A,no,Asha Patel,support workers lowercase
CID104528,TestFirst--4528,TestLast--4528,test4528@example.com,+917853751242,2024-12-31,Employment Assistance,2025-01-29,2025-10-16,active,Clinic,no,Dr. Singh,Duplicate-case 1
CID104529,TestFirst--4529,TestLast--4529,test4529@example.com,+916155771794,2023-09-04,Family Support,2024-03-17,2025-03-15,active,Agency A,yes,"Rita Kumar, Sunil Iyer",support workers lowercase
CID104530,TestFirst--4530,TestLast--4530,test4530@example.com,+916705945987,2023-04-29,Counselling,2023-03-03,2025-03-04,active,Agency C,yes,Sonia Rao,Duplicate-case 2 - different referral_source
CID104531,TestFirst--4531,TestLast--4531,test4531@example.com,+917598963258,2024-12-12,Housing Support,2025-01-04,2024-07-08,discharged,Outreach,yes,Sonia Rao,Primary enrollment
CID104532,TestFirst--4532,TestLast--4532,test4532@example.com,+918599195908,2025-08-02,Addiction Counselling,2025-02-25,2023-12-02,active,Agency A,no,Anil Verma,Duplicate-case 2 - different referral_source
CID104533,TestFirst--4533,TestLast--4533,test4533@example.com,+918912327781,2025-07-27,Employment Assistance,2023-02-05,2024-04-14,discharged,Clinic,no,Anil Verma,Duplicate with status difference
CID104534,TestFirst--4534,TestLast--4534,test4534@example.com,+919283416517,2025-05-01,Family Support,2025-04-20,2023-05-18,discharged,Agency B,no,Rita Kumar,support workers lowercase
CID104535,TestFirst--4535,TestLast--4535,test4535@example.com,+919391340182,2023-12-07,Counselling,2023-02-15,2024-06-13,pending,Clinic,no,"Rita Kumar,Sunil Iyer",Initial enrollment
CID104536,TestFirst--4536,TestLast--4536,test4536@example.com,+917453327163,2024-04-17,Housing Support,2024-02-13,2024-06-15,pending,Self,yes,"Rita Kumar, Sunil Iyer",support workers different order
CID104537,TestFirst--4537,TestLast--4537,test4537@example.com,+918695499832,2024-07-26,Addiction Counselling,2024-10-17,2023-02-06,pending,Outreach,yes,Sonia Rao,support workers lowercase
CID104538,TestFirst--4538,TestLast--4538,test4538@example.com,+918230293201,2023-04-28,Employment Assistance,2025-07-25,2023-08-05,active,Hospital,yes,Sonia Rao,Primary enrollment
CID104539,TestFirst--4539,TestLast--4539,test4539@example.com,+917493519381,2024-10-25,Family Support,2025-06-01,2023-12-18,discharged,Agency A,no,Anil Verma,Duplicate with status difference
CID104540,TestFirst--4540,TestLast--4540,test4540@example.com,+919944328582,2025-09-03,Counselling,2022-12-05,2024-06-04,active,Agency C,no,Dr. Singh,Duplicate-case 2 - different referral_source
CID104541,TestFirst--4541,TestLast--4541,test4541@example.com,+918063306366,2025-07-14,Housing Support,2025-08-04,2025-07-15,active,Self,yes,Anil Verma,support workers lowercase
CID104542,TestFirst--4542,TestLast--4542,test4542@example.com,+919518817936,2024-03-11,Addiction Counselling,2023-05-22,2023-07-13,discharged,Agency A,no,Rita Kumar,Primary enrollment
CID104543,TestFirst--4543,TestLast--4543,test4543@example.com,+919507598010,2024-09-18,Employment Assistance,2023-04-18,2023-04-13,discharged,Hospital,yes,Anil Verma,Initial enrollment
CID104544,TestFirst--4544,TestLast--4544,test4544@example.com,+917478918711,2023-10-20,Family Support,2025-07-17,2024-03-17,active,Agency A,no,Rita Kumar,Duplicate-case 1
CID104545,TestFirst--4545,TestLast--4545,test4545@example.com,+919379316457,2023-10-02,Counselling,2024-10-12,2023-01-13,pending,Clinic,no,Sonia Rao,Duplicate-case 1
CID104546,TestFirst--4546,TestLast--4546,test4546@example.com,+916790368117,2025-10-24,Housing Support,2025-01-01,2024-10-20,active,Outreach,no,"Rita Kumar, Sunil Iyer",Primary enrollment
CID104547,TestFirst--4547,TestLast--4547,test4547@example.com,+919843267897,2025-02-07,Addiction Counselling,2025-02-27,2023-09-30,discharged,Agency B,yes,Rita Kumar,Initial enrollment
CID104548,TestFirst--4548,TestLast--4548,test4548@example.com,+917116668783,2024-09-11,Employment Assistance,2023-03-14,2023-08-25,pending,Agency C,no,"sunil iyer, Rita Kumar",Duplicate with status difference
CID104549,TestFirst--4549,TestLast--4549,test4549@example.com,+917440684185,2023-06-12,Family Support,2025-06-15,2024-06-15,active,Outreach,no,Anil Verma,Duplicate-case 1
CID104550,TestFirst--4550,TestLast--4550,test4550@example.com,+919256628703,2023-02-07,Counselling,2025-03-06,2024-12-20,pending,Agency C,no,Asha Patel,Duplicate with status difference
CID104551,TestFirst--4551,TestLast--4551,test4551@example.com,+916639727621,2023-06-19,Housing Support,2022-12-18,2023-08-13,discharged,Agency B,no,Asha Patel,Primary enrollment
CID104552,TestFirst--4552,TestLast--4552,test4552@example.com,+917319214430,2023-07-27,Addiction Counselling,2024-06-10,2025-05-07,pending,Outreach,yes,"sunil iyer, Rita Kumar",Initial enrollment
CID104553,TestFirst--4553,TestLast--4553,test4553@example.com,+919992523650,2025-06-14,Employment Assistance,2025-03-21,2024-02-09,pending,School,no,Asha Patel,Duplicate-case 1
CID104554,TestFirst--4554,TestLast--4554,test4554@example.com,+917490708001,2023-07-16,Family Support,2023-10-12,2023-09-03,active,Clinic,no,Anil Verma,support workers lowercase
CID104555,TestFirst--4555,TestLast--4555,test4555@example.com,+916851576440,2023-07-17,Counselling,2025-05-11,2023-03-28,active,Clinic,no,"Rita Kumar,Sunil Iyer",support workers lowercase
CID104556,TestFirst--4556,TestLast--4556,test4556@example.com,+916025553329,2023-12-03,Housing Support,2023-04-10,2025-10-11,discharged,Self,yes,Anil Verma,Initial enrollment
CID104557,TestFirst--4557,TestLast--4557,test4557@example.com,+917828653572,2023-08-10,Addiction Counselling,2024-08-01,2024-09-20,pending,Self,yes,Sonia Rao,Initial enrollment
CID104558,TestFirst--4558,TestLast--4558,test4558@example.com,+917187295300,2023-05-26,Employment Assistance,2024-06-06,2025-03-01,pending,Agency B,no,Anil Verma,support workers different order
CID104559,TestFirst--4559,TestLast--4559,test4559@example.com,+917146849822,2023-03-09,Family Support,2025-10-16,2024-09-13,active,Self,yes,Sonia Rao,support workers lowercase
CID104560,TestFirst--4560,TestLast--4560,test4560@example.com,+916584147666,2025-04-13,Counselling,2025-01-29,2023-06-15,active,Agency A,yes,Anil Verma,Duplicate-case 2 - different referral_source
CID104561,TestFirst--4561,TestLast--4561,test4561@example.com,+916036040265,2024-10-11,Housing Support,2023-11-18,2025-05-14,pending,Agency B,no,Sonia Rao,Initial enrollment
CID104562,TestFirst--4562,TestLast--4562,test4562@example.com,+916329214868,2023-04-05,Addiction Counselling,2023-01-29,2023-05-20,discharged,Agency C,no,Dr. Singh,support workers different order
CID104563,TestFirst--4563,TestLast--4563,test4563@example.com,+916134176267,2025-07-06,Employment Assistance,2023-11-19,2023-04-25,pending,Agency A,yes,Sonia Rao,support workers different order
CID104564,TestFirst--4564,TestLast--4564,test4564@example.com,+916825554545,2025-01-07,Family Support,2024-10-07,2023-07-06,active,Self,yes,Dr. Singh,Initial enrollment
CID104565,TestFirst--4565,TestLast--4565,test4565@example.com,+919936053696,2024-01-30,Counselling,2023-03-25,2023-10-04,active,Self,yes,"Rita Kumar,Sunil Iyer",Duplicate-case 2 - different referral_source
CID104566,TestFirst--4566,TestLast--4566,test4566@example.com,+917272413064,2023-02-24,Housing Support,2023-02-03,2024-03-02,pending,Self,yes,Anil Verma,Duplicate-case 1
CID104567,TestFirst--4567,TestLast--4567,test4567@example.com,+918544698425,2025-02-23,Addiction Counselling,2023-06-09,2023-06-17,active,Agency A,no,Sonia Rao,support workers lowercase
CID104568,TestFirst--4568,TestLast--4568,test4568@example.com,+916917791660,2025-02-09,Employment Assistance,2024-04-17,2024-06-18,active,Self,yes,"sunil iyer, Rita Kumar",Initial enrollment
CID104569,TestFirst--4569,TestLast--4569,test4569@example.com,+917595724286,2025-07-25,Family Support,2025-01-06,2025-10-11,pending,Clinic,no,Anil Verma,support workers lowercase
CID104570,TestFirst--4570,TestLast--4570,test4570@example.com,+917571876649,2024-12-21,Counselling,2025-01-04,2025-01-26,discharged,Agency C,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID104571,TestFirst--4571,TestLast--4571,test4571@example.com,+917066157705,2025-06-13,Housing Support,2025-02-22,2023-08-28,discharged,Agency A,yes,Dr. Singh,Primary enrollment
CID104572,TestFirst--4572,TestLast--4572,test4572@example.com,+919084012308,2024-01-07,Addiction Counselling,2024-03-14,2024-10-11,pending,Agency C,no,Sonia Rao,Duplicate with status difference
CID104573,TestFirst--4573,TestLast--4573,test4573@example.com,+919898239935,2023-10-19,Employment Assistance,2024-11-24,2023-04-10,pending,Clinic,no,Sonia Rao,Primary enrollment
CID104574,TestFirst--4574,TestLast--4574,test4574@example.com,+919869755976,2024-04-11,Family Support,2025-06-13,2023-09-15,active,Clinic,yes,Dr. Singh,support workers different order
CID104575,TestFirst--4575,TestLast--4575,test4575@example.com,+918025256368,2023-09-10,Counselling,2023-06-11,2025-02-17,pending,Clinic,yes,Dr. Singh,Duplicate with status difference
CID104576,TestFirst--4576,TestLast--4576,test4576@example.com,+918464963038,2024-01-05,Housing Support,2023-05-03,2025-01-08,discharged,Self,no,"sunil iyer, Rita Kumar",support workers lowercase
CID104577,TestFirst--4577,TestLast--4577,test4577@example.com,+919577302551,2023-01-05,Addiction Counselling,2024-06-26,2024-09-01,discharged,Hospital,no,Rita Kumar,Primary enrollment
CID104578,TestFirst--4578,TestLast--4578,test4578@example.com,+916366971917,2024-05-07,Employment Assistance,2024-05-17,2023-03-04,pending,Hospital,yes,"sunil iyer, Rita Kumar",Duplicate-case 1
CID104579,TestFirst--4579,TestLast--4579,test4579@example.com,+916161433425,2025-02-09,Family Support,2024-02-03,2023-08-01,active,Clinic,yes,"Rita Kumar, Sunil Iyer",Duplicate with status difference
CID104580,TestFirst--4580,TestLast--4580,test4580@example.com,+918961859055,2024-12-19,Counselling,2025-10-03,2023-09-30,pending,Hospital,yes,"Rita Kumar, Sunil Iyer",Duplicate-case 2 - different referral_source
CID104581,TestFirst--4581,TestLast--4581,test4581@example.com,+918412702163,2024-12-28,Housing Support,2025-05-10,2023-07-18,active,School,yes,Dr. Singh,Initial enrollment
CID104582,TestFirst--4582,TestLast--4582,test4582@example.com,+918046123212,2023-08-03,Addiction Counselling,2023-09-04,2024-09-03,discharged,Agency B,no,Sonia Rao,Initial enrollment
CID104583,TestFirst--4583,TestLast--4583,test4583@example.com,+919919577480,2025-03-19,Employment Assistance,2025-07-28,2025-05-05,discharged,School,yes,Rita Kumar,support workers lowercase
CID104584,TestFirst--4584,TestLast--4584,test4584@example.com,+919837003133,2023-08-03,Family Support,2023-07-20,2023-11-28,pending,Self,no,"Rita Kumar, Sunil Iyer",Duplicate-case 2 - different referral_source
CID104585,TestFirst--4585,TestLast--4585,test4585@example.com,+917854338638,2023-10-10,Counselling,2023-02-12,2025-08-02,active,School,yes,Asha Patel,support workers different order
CID104586,TestFirst--4586,TestLast--4586,test4586@example.com,+919999721559,2023-09-03,Housing Support,2025-01-27,2024-07-31,active,Agency B,yes,Dr. Singh,Primary enrollment
CID104587,TestFirst--4587,TestLast--4587,test4587@example.com,+917359729153,2024-12-29,Addiction Counselling,2025-04-05,2025-04-02,pending,Outreach,no,Sonia Rao,support workers different order
CID104588,TestFirst--4588,TestLast--4588,test4588@example.com,+916921161991,2024-02-07,Employment Assistance,2023-12-03,2024-10-30,discharged,Outreach,no,"sunil iyer, Rita Kumar",Duplicate-case 2 - different referral_source
CID104589,TestFirst--4589,TestLast--4589,test4589@example.com,+917799035421,2023-05-26,Family Support,2023-03-24,2024-10-17,pending,Hospital,no,Dr. Singh,Initial enrollment
CID104590,TestFirst--4590,TestLast--4590,test4590@example.com,+917397532731,2025-11-17,Counselling,2024-11-21,2024-01-16,discharged,Self,yes,Sonia Rao,Initial enrollment
CID104591,TestFirst--4591,TestLast--4591,test4591@example.com,+916432494415,2024-07-17,Housing Support,2023-08-26,2025-01-25,discharged,Agency B,no,"Rita Kumar, Sunil Iyer",support workers different order
CID104592,TestFirst--4592,TestLast--4592,test4592@example.com,+919095765803,2025-05-13,Addiction Counselling,2024-12-30,2023-10-21,active,Hospital,no,Rita Kumar,support workers different order
CID104593,TestFirst--4593,TestLast--4593,test4593@example.com,+917960755276,2025-08-23,Employment Assistance,2025-06-20,2024-02-16,discharged,Clinic,yes,Sonia Rao,Initial enrollment
CID104594,TestFirst--4594,TestLast--4594,test4594@example.com,+919370300147,2023-01-01,Family Support,2025-03-11,2025-09-11,pending,Outreach,no,"sunil iyer, Rita Kumar",Initial enrollment
CID104595,TestFirst--4595,TestLast--4595,test4595@example.com,+917901837410,2025-08-20,Counselling,2024-06-29,2025-03-17,pending,Agency A,no,"Rita Kumar, Sunil Iyer",Duplicate-case 1
